@relation treinamento.simpsons

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 06 numeric
@attribute 07 numeric
@attribute 08 numeric
@attribute 09 numeric
@attribute class {0,1,2,3,4}

@data
0.637154 0.001407 0.002055 0.005758 0.000000 0.000000 0.000000 0.000000 0.001438 0.000000 0
0.191586 0.024026 0.001876 0.047373 0.674565 0.000000 0.000000 0.000000 0.002368 0.000000 0
0.646835 0.041843 0.001859 0.019415 0.000000 0.000000 0.000000 0.000000 0.002941 0.000000 0
0.000000 0.004331 0.000000 0.003602 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.015833 0.010844 0.001001 0.010677 0.704178 0.000000 0.000000 0.000000 0.002339 0.000000 0
0.000000 0.001812 0.001850 0.004551 0.000000 0.000000 0.000000 0.000000 0.000911 0.000000 0
0.598662 0.003688 0.001712 0.037532 0.000000 0.000000 0.000000 0.000000 0.001692 0.000000 0
0.612133 0.006424 0.001381 0.004816 0.000000 0.000000 0.000000 0.000000 0.001076 0.000000 0
0.271655 0.037340 0.002870 0.003282 0.516894 0.000000 0.000000 0.000000 0.001869 0.000000 0
0.147143 0.034858 0.002469 0.002018 0.633428 0.000000 0.000000 0.000000 0.001337 0.000000 0
0.800319 0.077992 0.001106 0.002150 0.000000 0.000000 0.000000 0.000000 0.000916 0.000000 0
0.488927 0.002064 0.004875 0.006293 0.000000 0.000000 0.000000 0.000000 0.001418 0.000000 0
0.567769 0.002151 0.001054 0.007333 0.018838 0.000000 0.000000 0.000000 0.001150 0.000000 0
0.558759 0.002317 0.001761 0.008132 0.023151 0.000000 0.000000 0.000000 0.001857 0.000000 0
0.843713 0.077480 0.001987 0.002494 0.000000 0.000000 0.000000 0.000000 0.001700 0.000000 0
0.027704 0.033512 0.000905 0.004116 0.415941 0.000000 0.000000 0.000000 0.001610 0.000000 0
0.740046 0.024182 0.002385 0.003043 0.000000 0.000000 0.000000 0.000000 0.001081 0.000000 0
0.153018 0.034473 0.001437 0.001644 0.728539 0.000000 0.000000 0.000000 0.001101 0.000000 0
0.143492 0.060782 0.005255 0.001838 0.687004 0.000000 0.000000 0.000000 0.002276 0.000000 0
0.854706 0.042966 0.001791 0.004232 0.000000 0.000000 0.000000 0.000000 0.001527 0.000000 0
0.193261 0.066531 0.002291 0.001036 0.629016 0.000000 0.000000 0.000000 0.002653 0.000000 0
0.263950 0.020387 0.001790 0.001439 0.576163 0.000000 0.000000 0.000000 0.001264 0.000000 0
0.000000 0.003003 0.000000 0.004948 0.000000 0.000000 0.000000 0.000000 0.031665 0.000000 0
0.000000 0.000425 0.000000 0.003576 0.000000 0.000000 0.000000 0.000000 0.002077 0.000000 0
0.622924 0.032116 0.002801 0.005242 0.000000 0.000000 0.000000 0.000000 0.001889 0.000000 0
0.000000 0.007527 0.000000 0.003612 0.000000 0.000000 0.000000 0.000000 0.004156 0.000000 0
0.524856 0.001231 0.003189 0.004101 0.000000 0.000000 0.000000 0.000000 0.002240 0.000000 0
0.000000 0.005155 0.000000 0.005723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
0.376371 0.054442 0.002199 0.004011 0.487320 0.000000 0.000000 0.000000 0.002644 0.000000 0
0.203423 0.001893 0.002438 0.000588 0.607612 0.000000 0.000000 0.000000 0.002832 0.000000 0
0.269722 0.038782 0.002713 0.000881 0.537775 0.000000 0.000000 0.000000 0.002130 0.000000 0
0.022911 0.001938 0.000000 0.003361 0.000000 0.000000 0.000000 0.000000 0.112569 0.000000 0
0.853329 0.002220 0.002351 0.000564 0.000000 0.000000 0.000000 0.000000 0.002351 0.000000 0
0.058325 0.004016 0.011117 0.010421 0.000000 0.000000 0.000000 0.000000 0.002036 0.000000 0
0.511541 0.001137 0.046278 0.004492 0.000000 0.000000 0.000000 0.000000 0.001605 0.000000 0
0.000000 0.002210 0.002374 0.003506 0.000000 0.000000 0.000000 0.000000 0.001976 0.000000 0
0.587165 0.001832 0.002252 0.002336 0.017962 0.000000 0.000000 0.000000 0.001178 0.000000 0
0.032564 0.002965 0.001996 0.003669 0.000000 0.000000 0.000000 0.000000 0.003366 0.000000 0
0.017931 0.049536 0.000859 0.002339 0.532905 0.000000 0.000000 0.000000 0.000811 0.000000 0
0.565009 0.000776 0.001799 0.001513 0.000000 0.000000 0.000000 0.000000 0.001214 0.000000 0
0.325456 0.078402 0.001079 0.250072 0.000000 0.000000 0.000000 0.000000 0.000659 0.000000 0
0.677105 0.002337 0.069615 0.004026 0.027298 0.000000 0.000000 0.000000 0.002109 0.000000 0
0.660723 0.003261 0.001487 0.003824 0.000000 0.000000 0.000000 0.000000 0.001345 0.000000 0
0.530872 0.007106 0.001409 0.005071 0.072308 0.000000 0.000000 0.000000 0.001174 0.000000 0
0.067388 0.087359 0.001667 0.006708 0.462823 0.000000 0.000000 0.000000 0.002166 0.000000 0
0.000000 0.152399 0.001242 0.045294 0.000000 0.000000 0.000000 0.000000 0.002163 0.000000 0
